"","dispatch_date","Aggravated Assault Firearm","Aggravated Assault No Firearm","All Other Offenses","Arson","Burglary Non-Residential","Burglary Residential","Disorderly Conduct","DRIVING UNDER THE INFLUENCE","Embezzlement","Forgery and Counterfeiting","Fraud","Gambling Violations","Homicide - Criminal","Homicide - Criminal ","Homicide - Justifiable ","Liquor Law Violations","Motor Vehicle Theft","Narcotic / Drug Law Violations","Offenses Against Family and Children","Other Assaults","Other Sex Offenses (Not Commercialized)","Prostitution and Commercialized Vice","Public Drunkenness","Rape","Receiving Stolen Property","Robbery Firearm","Robbery No Firearm","Theft from Vehicle","Thefts","Vagrancy/Loitering","Vandalism/Criminal Mischief","Weapon Violations"
"2222",2016-01-31,5,20,74,1,1,4,6,11,0,1,15,0,1,0,0,0,1,7,0,61,2,0,4,3,1,12,10,42,49,0,40,3
"2223",2016-02-01,6,12,70,2,6,17,1,7,1,1,50,0,0,0,0,0,9,12,0,68,4,0,0,3,0,6,14,31,69,0,45,6
"2224",2016-02-02,4,10,79,1,0,18,9,6,1,1,41,0,0,0,0,0,4,48,2,64,4,2,3,4,1,9,9,35,62,0,41,8
"2225",2016-02-03,5,20,95,0,3,16,5,5,2,0,35,0,1,0,0,0,3,19,0,68,5,3,4,3,0,11,7,35,51,0,42,8
"2226",2016-02-04,6,16,64,0,2,18,8,9,2,2,45,0,2,1,0,0,3,33,1,52,1,0,1,8,0,5,7,28,72,0,44,3
"2227",2016-02-05,4,8,78,3,2,16,7,15,0,1,48,0,0,0,0,1,2,26,0,72,2,4,3,5,0,7,10,38,62,0,43,8
"2228",2016-02-06,2,8,84,0,2,13,3,7,0,1,24,0,0,0,0,1,6,24,0,66,1,0,2,2,0,6,6,27,40,0,53,5
"2229",2016-02-07,4,15,57,1,5,7,3,19,0,2,17,0,0,0,0,0,2,11,0,62,0,0,1,1,0,9,11,38,34,0,43,3
"2230",2016-02-08,4,12,48,0,2,15,7,12,0,3,45,0,1,0,0,0,5,21,0,73,1,3,0,5,0,4,8,33,70,0,36,3
"2231",2016-02-09,7,13,60,0,1,13,5,11,2,1,43,0,0,0,0,0,3,28,0,59,0,1,5,3,0,6,5,29,55,0,35,6
"2232",2016-02-10,5,10,68,1,3,21,12,12,1,1,44,0,0,0,0,0,1,23,0,63,4,2,0,4,0,3,14,19,50,0,41,5
"2233",2016-02-11,3,12,50,0,3,14,4,9,5,1,40,0,1,0,0,0,2,29,0,55,6,2,2,2,0,3,10,27,58,0,27,8
"2234",2016-02-12,2,14,62,2,1,11,8,13,0,0,38,0,0,0,0,0,5,30,0,72,3,2,3,4,0,5,5,24,54,1,23,9
"2235",2016-02-13,4,10,32,2,2,8,5,18,1,0,20,0,1,0,0,2,1,15,0,35,0,0,1,2,0,3,7,23,46,0,34,3
"2236",2016-02-14,6,9,39,0,1,3,0,20,0,0,10,0,0,0,0,0,2,9,0,44,0,0,0,2,0,7,4,13,33,0,36,4
"2237",2016-02-15,5,8,34,3,3,5,4,6,0,0,33,0,1,0,0,0,5,8,0,40,2,0,0,2,0,0,5,21,38,0,30,3
"2238",2016-02-16,1,6,58,1,3,19,16,10,1,2,60,0,0,0,0,0,3,22,0,47,7,3,4,4,0,4,7,28,60,0,30,5
"2239",2016-02-17,3,18,55,1,3,21,5,10,4,0,43,0,1,0,0,1,5,23,0,91,4,6,1,0,0,6,9,27,61,0,41,3
"2240",2016-02-18,2,11,64,1,1,13,3,4,2,0,46,0,0,0,0,0,2,26,0,61,5,3,3,5,0,4,7,23,61,0,29,5
"2241",2016-02-19,4,12,68,2,1,14,9,15,2,0,50,0,1,0,0,0,1,30,0,68,5,0,2,6,0,6,7,28,51,0,53,11
"2242",2016-02-20,3,9,89,1,2,5,9,16,0,0,33,0,1,0,0,1,5,28,0,76,0,3,2,3,0,6,9,27,43,0,41,9
"2243",2016-02-21,9,18,103,1,1,9,9,25,1,4,19,0,1,1,0,2,8,9,0,55,1,0,0,0,0,9,8,36,53,0,63,7
"2244",2016-02-22,8,15,60,1,4,14,4,10,2,1,43,0,0,0,0,0,5,17,0,72,1,0,2,1,0,7,12,46,62,0,55,3
"2245",2016-02-23,1,12,76,0,3,15,3,7,1,0,35,0,2,0,0,0,8,24,0,55,2,1,2,5,0,8,11,39,67,1,31,5
"2246",2016-02-24,2,14,51,0,4,8,15,10,0,0,53,0,0,0,0,0,4,20,0,63,5,1,0,5,1,4,8,39,51,0,34,3
"2247",2016-02-25,0,7,98,1,2,17,4,13,2,0,33,0,0,0,0,0,2,28,0,59,4,7,1,2,0,10,5,38,46,0,40,7
"2248",2016-02-26,3,12,78,1,7,17,6,14,1,0,38,0,1,0,0,0,6,25,0,56,1,0,1,2,1,8,10,31,69,0,51,5
"2249",2016-02-27,2,10,47,0,3,6,3,16,0,0,34,0,0,0,0,2,2,25,0,47,1,1,5,1,0,7,10,28,48,0,50,1
"2250",2016-02-28,6,13,41,0,0,9,5,18,0,1,23,0,0,0,0,0,4,11,3,52,0,0,3,0,0,4,10,28,40,0,55,5
"2251",2016-02-29,5,14,85,2,3,17,7,13,2,0,63,0,0,0,0,0,4,19,0,59,3,0,3,3,0,6,3,46,65,0,40,6
"2252",2016-03-01,14,12,76,1,5,17,2,8,0,1,36,0,1,0,0,0,3,40,2,54,1,6,3,1,0,3,10,28,57,0,41,15
"2253",2016-03-02,4,13,64,0,4,19,6,13,1,0,31,0,1,0,0,0,5,38,0,72,5,0,4,1,0,5,13,35,61,0,37,5
"2254",2016-03-03,3,13,61,0,0,17,1,10,1,0,40,0,1,1,0,0,9,29,0,69,4,4,0,6,1,3,17,27,58,0,29,8
"2255",2016-03-04,6,15,75,1,2,17,6,20,2,0,38,0,0,0,0,0,3,25,0,85,3,1,1,1,0,7,9,27,58,0,34,7
"2256",2016-03-05,2,10,83,2,0,7,16,30,0,0,26,0,1,0,0,0,3,28,0,47,2,1,2,5,0,7,7,20,40,0,43,4
"2257",2016-03-06,7,5,48,0,3,14,5,16,2,1,13,0,0,1,0,0,3,9,0,55,1,0,2,1,0,6,7,28,28,0,45,1
"2258",2016-03-07,4,13,56,1,1,7,5,9,3,2,41,0,0,0,0,0,5,22,0,87,2,0,4,7,0,8,8,39,55,0,44,4
"2259",2016-03-08,6,15,72,1,2,10,6,5,0,0,36,0,5,1,0,0,8,18,0,67,2,6,0,4,0,4,15,28,55,0,38,5
"2260",2016-03-09,11,11,84,1,2,17,13,5,0,0,38,1,1,1,0,0,5,34,0,75,3,2,3,4,0,2,7,51,65,0,35,6
"2261",2016-03-10,5,13,81,1,1,14,5,13,2,3,49,0,0,0,0,0,2,18,0,95,3,5,2,0,0,3,8,44,59,0,35,5
"2262",2016-03-11,6,10,94,0,4,18,14,16,0,0,32,0,0,0,0,1,2,24,0,79,1,7,3,2,0,2,6,44,56,0,43,6
"2263",2016-03-12,13,20,64,3,2,11,8,20,0,0,19,0,0,0,0,3,2,20,0,86,2,3,6,1,0,3,4,40,61,0,38,1
"2264",2016-03-13,6,16,57,0,3,10,0,13,0,0,15,0,1,1,0,2,6,8,0,63,4,0,1,3,0,2,6,36,42,0,43,2
"2265",2016-03-14,2,9,53,1,8,20,2,13,1,0,31,0,1,0,0,0,4,16,0,68,5,0,3,0,0,4,6,40,53,0,34,5
"2266",2016-03-15,0,17,70,1,2,18,6,11,2,1,34,0,1,0,0,0,7,25,1,62,4,3,1,10,0,5,5,33,56,0,43,11
"2267",2016-03-16,3,15,86,1,5,19,12,12,0,3,40,0,0,1,0,0,6,25,0,60,7,5,1,2,0,5,8,34,61,0,37,6
"2268",2016-03-17,7,12,79,1,4,19,5,17,2,0,44,0,1,1,0,0,7,19,0,72,2,4,2,8,0,4,5,26,55,0,42,4
"2269",2016-03-18,5,20,98,1,5,12,9,18,0,0,37,0,3,0,0,0,3,21,0,84,3,7,1,6,0,5,9,40,66,0,40,6
"2270",2016-03-19,8,23,82,3,5,10,4,13,1,0,26,0,1,0,0,3,2,22,0,61,0,3,3,3,0,4,9,33,53,0,42,7
"2271",2016-03-20,7,12,59,2,4,10,1,11,0,0,11,0,0,0,0,0,3,12,0,51,0,0,1,0,0,6,8,36,37,0,49,1
"2272",2016-03-21,4,20,60,3,9,17,10,7,2,1,43,0,0,0,0,0,2,14,0,69,6,0,0,4,0,2,8,41,51,0,37,9
"2273",2016-03-22,10,13,90,0,3,9,8,7,2,1,24,0,0,0,0,0,5,41,0,46,5,0,0,1,0,7,5,40,59,0,32,3
"2274",2016-03-23,12,19,100,1,6,20,6,11,3,0,38,0,0,0,0,0,1,43,0,63,2,4,1,5,0,7,7,44,68,1,48,7
"2275",2016-03-24,6,12,91,0,2,15,7,18,1,2,33,0,1,0,0,8,5,35,0,56,2,4,1,3,0,10,8,34,67,0,40,9
"2276",2016-03-25,4,17,77,0,4,15,7,19,0,1,33,1,0,0,0,7,6,31,1,56,1,5,1,2,0,5,15,37,59,0,47,8
"2277",2016-03-26,6,12,81,2,3,10,8,13,1,1,21,0,1,0,0,2,6,26,0,49,0,3,1,0,0,8,6,46,57,0,44,2
"2278",2016-03-27,7,12,53,0,3,13,4,14,0,0,13,0,0,0,0,0,3,7,3,66,4,0,1,4,0,3,6,35,24,0,45,1
"2279",2016-03-28,11,24,70,1,3,26,9,4,0,1,42,0,1,0,0,0,2,20,0,73,1,0,0,3,0,11,12,29,66,0,47,11
"2280",2016-03-29,5,13,63,0,2,14,20,3,1,1,38,0,0,0,0,0,8,27,0,84,3,5,0,4,1,4,16,38,66,0,45,10
"2281",2016-03-30,2,15,66,3,1,9,7,11,0,4,27,0,0,0,0,0,3,24,0,64,5,5,1,4,0,6,10,28,64,0,37,7
"2282",2016-03-31,12,15,92,0,6,14,4,14,1,0,46,0,0,0,0,0,2,28,1,94,1,7,1,1,0,5,11,37,58,0,55,5
"2283",2016-04-01,7,10,98,1,3,12,10,14,0,1,37,0,1,1,0,0,3,26,0,89,3,0,1,3,0,11,7,41,56,0,33,10
"2284",2016-04-02,7,21,75,0,3,10,4,13,1,0,30,1,0,0,0,0,6,25,1,63,2,0,4,3,1,6,7,37,45,0,45,5
"2285",2016-04-03,7,16,67,1,3,8,7,14,1,0,17,0,1,1,0,0,4,9,1,56,2,0,3,2,2,7,5,32,36,0,52,6
"2286",2016-04-04,4,12,66,0,6,14,4,6,1,0,35,0,0,0,0,1,9,10,0,69,2,0,0,4,1,5,6,39,58,0,47,2
"2287",2016-04-05,6,8,71,0,0,10,3,9,0,0,39,0,0,0,0,0,1,36,0,68,4,2,0,2,0,2,3,46,64,0,40,5
"2288",2016-04-06,2,20,81,0,4,14,4,6,0,1,37,0,0,0,0,0,4,33,0,62,3,4,1,3,0,3,7,24,63,0,45,9
"2289",2016-04-07,2,14,93,2,3,17,5,12,2,0,43,0,0,0,0,0,2,32,0,78,6,1,0,6,1,14,7,38,63,0,48,7
"2290",2016-04-08,7,8,109,0,3,13,6,12,3,0,39,0,0,0,0,1,0,38,0,72,2,0,2,4,0,4,11,22,65,0,36,4
"2291",2016-04-09,1,19,125,1,0,12,5,12,0,0,25,0,0,1,0,0,3,23,0,53,3,0,2,1,0,5,4,28,47,0,42,4
"2292",2016-04-10,4,11,65,0,1,16,2,13,0,0,23,0,2,0,0,0,2,11,0,40,0,0,0,1,0,5,6,43,54,0,35,4
"2293",2016-04-11,4,9,62,0,4,27,7,11,0,0,43,0,1,0,0,0,2,23,1,76,1,0,1,5,0,9,13,32,71,0,37,1
"2294",2016-04-12,5,20,98,3,4,10,8,8,0,1,54,0,2,0,0,3,3,36,0,70,4,3,1,5,0,9,10,28,59,0,44,9
"2295",2016-04-13,6,10,127,2,5,19,9,9,0,0,37,0,2,0,0,3,6,40,0,81,2,1,1,2,1,5,10,33,51,1,57,10
"2296",2016-04-14,4,13,86,6,4,12,8,8,1,0,47,0,0,0,0,0,2,26,1,71,5,6,0,9,0,5,6,22,52,0,42,3
"2297",2016-04-15,8,24,95,1,4,10,5,17,0,1,31,0,0,0,0,3,4,29,0,73,1,3,5,2,1,3,18,39,70,0,37,6
"2298",2016-04-16,5,20,97,2,5,11,10,24,0,0,17,0,0,0,0,3,4,27,0,69,0,0,1,3,0,2,7,26,49,0,47,8
"2299",2016-04-17,14,15,80,2,2,12,5,10,0,0,20,0,4,0,0,0,4,16,0,61,1,0,0,3,0,13,8,33,50,0,54,3
"2300",2016-04-18,4,10,78,2,5,11,4,9,0,1,35,0,0,0,0,0,5,17,0,80,3,0,0,4,0,3,6,37,73,0,36,7
"2301",2016-04-19,3,20,95,1,2,17,7,9,1,0,36,0,0,0,0,1,4,30,1,91,4,7,3,2,0,8,11,34,91,0,40,4
"2302",2016-04-20,5,18,95,1,1,24,6,8,2,0,40,0,0,0,0,1,6,28,0,70,4,2,0,3,0,6,10,34,60,0,37,9
"2303",2016-04-21,4,14,78,4,5,13,8,6,1,0,27,0,1,0,0,0,3,25,2,76,4,9,0,6,0,3,7,42,57,0,46,4
"2304",2016-04-22,2,14,88,1,1,17,14,21,1,0,37,0,1,0,0,1,6,28,0,85,3,2,1,3,0,10,12,38,69,0,51,6
"2305",2016-04-23,3,13,111,3,4,8,6,22,0,0,22,0,2,0,0,0,1,29,0,59,3,3,1,6,0,7,8,31,66,0,39,2
"2306",2016-04-24,6,13,80,0,3,14,10,22,0,0,9,0,3,0,0,1,5,10,0,63,0,0,1,1,0,5,16,30,59,0,47,1
"2307",2016-04-25,6,25,97,4,9,20,6,10,2,2,40,0,0,0,0,0,5,17,0,85,1,5,1,4,0,4,16,50,61,0,39,11
"2308",2016-04-26,9,11,101,2,9,18,8,8,0,0,31,0,0,0,0,0,3,21,0,88,2,6,2,7,0,4,11,39,77,0,45,4
"2309",2016-04-27,8,14,103,0,6,6,3,10,1,1,16,0,1,0,0,1,7,26,0,79,2,2,2,7,0,14,9,42,75,0,35,6
"2310",2016-04-28,5,12,77,1,3,18,8,7,2,0,35,5,0,0,0,0,2,27,0,75,2,5,1,5,0,4,4,30,62,0,32,6
"2311",2016-04-29,6,9,102,2,8,16,7,17,2,0,35,0,2,0,0,0,1,30,0,72,1,1,4,4,0,9,13,25,78,0,34,6
"2312",2016-04-30,3,15,101,0,3,12,5,14,1,1,24,6,0,0,0,0,8,24,0,61,1,2,1,5,0,6,16,24,44,0,40,7
"2313",2016-05-01,4,17,103,0,4,12,6,16,0,3,18,0,0,0,0,2,3,11,0,55,2,0,1,2,0,5,13,17,47,0,38,3
"2314",2016-05-02,4,18,81,0,11,21,7,6,2,0,48,0,0,0,0,0,3,15,1,73,6,0,1,6,0,5,9,22,68,0,41,6
"2315",2016-05-03,5,8,89,2,7,33,10,10,1,0,32,0,0,0,0,0,4,41,0,82,2,2,3,1,1,9,10,34,68,0,40,4
"2316",2016-05-04,2,20,84,2,3,16,10,7,0,0,33,1,0,0,0,1,4,39,0,76,4,3,2,4,0,12,13,30,76,0,34,8
"2317",2016-05-05,6,22,95,0,6,13,7,7,3,1,35,0,0,1,0,0,3,39,1,83,2,6,1,2,0,3,10,29,69,0,37,7
"2318",2016-05-06,6,13,66,2,6,15,6,21,4,1,32,1,0,0,0,0,3,33,0,74,5,5,1,7,1,9,12,34,58,0,35,6
"2319",2016-05-07,3,21,101,3,6,20,4,17,1,0,26,0,0,1,0,1,5,20,0,62,0,0,2,1,0,5,7,33,58,0,40,8
"2320",2016-05-08,2,14,90,2,2,20,15,15,0,0,19,0,0,0,0,1,6,16,0,67,2,0,3,2,1,8,12,30,40,0,61,4
"2321",2016-05-09,7,19,91,1,6,18,2,11,3,2,50,0,0,1,0,0,7,24,0,79,8,0,1,4,0,6,10,30,69,0,48,4
"2322",2016-05-10,6,22,84,0,3,21,3,12,2,0,54,0,1,0,0,0,2,31,1,87,2,5,0,9,2,5,12,37,53,0,58,3
"2323",2016-05-11,5,26,96,1,1,15,5,12,2,0,32,0,0,0,0,0,3,25,0,69,7,3,1,4,0,9,11,29,59,0,53,9
"2324",2016-05-12,5,14,101,6,5,15,7,8,2,0,41,0,1,0,0,2,2,39,0,87,3,7,2,2,0,3,10,33,50,0,54,3
"2325",2016-05-13,3,20,82,4,2,16,10,23,2,1,40,0,0,0,0,0,7,22,0,74,4,1,1,2,0,6,11,36,59,0,49,4
"2326",2016-05-14,8,18,117,0,1,8,8,15,0,0,22,0,0,0,0,2,1,21,0,58,2,0,1,3,0,5,4,37,62,0,54,5
"2327",2016-05-15,11,12,88,0,1,11,9,14,0,0,15,2,1,1,0,0,6,17,0,47,4,0,3,2,0,10,9,37,45,0,49,4
"2328",2016-05-16,7,21,68,2,9,21,10,10,1,1,36,0,0,0,0,0,3,15,0,69,8,0,0,2,0,7,9,39,59,0,51,7
"2329",2016-05-17,5,13,55,0,2,14,5,7,1,1,34,0,0,0,0,0,5,36,1,88,6,3,2,4,0,9,15,37,68,0,38,10
"2330",2016-05-18,13,11,81,2,1,7,7,7,1,0,34,0,3,0,0,0,4,40,1,80,4,0,0,2,0,5,15,43,50,0,47,8
"2331",2016-05-19,5,16,92,1,4,17,15,11,2,2,37,0,1,0,0,0,4,28,1,78,1,8,0,8,0,9,5,51,66,0,47,17
"2332",2016-05-20,8,18,78,0,7,12,2,24,5,0,35,0,1,0,0,1,7,29,0,84,1,1,1,3,0,8,9,32,63,0,36,7
"2333",2016-05-21,6,22,109,3,3,19,5,17,0,0,24,1,0,0,0,2,6,15,0,57,3,3,1,5,0,7,12,39,69,0,41,6
"2334",2016-05-22,13,14,89,0,2,11,4,14,0,0,21,0,0,0,0,0,7,9,0,58,2,0,0,0,0,12,14,65,56,0,44,2
"2335",2016-05-23,10,16,81,1,10,29,4,15,1,1,34,1,2,0,0,0,5,21,0,86,2,0,1,7,0,9,14,43,65,0,56,4
"2336",2016-05-24,2,15,118,0,2,16,9,8,0,1,43,0,0,0,0,0,6,33,0,71,2,9,1,3,0,4,7,41,63,0,36,9
"2337",2016-05-25,12,21,88,1,3,10,14,5,0,2,38,0,0,0,0,1,3,27,0,97,4,4,0,4,0,7,8,39,77,0,50,7
"2338",2016-05-26,6,22,122,2,3,20,7,10,2,1,35,0,0,0,0,0,2,37,0,70,9,5,0,4,0,3,8,34,70,0,38,6
"2339",2016-05-27,4,10,111,2,5,17,10,21,0,1,29,0,0,0,0,1,10,35,1,81,5,1,2,1,0,8,9,40,65,0,48,8
"2340",2016-05-28,4,29,164,1,7,10,4,10,1,0,20,0,1,0,0,0,3,25,3,60,0,2,2,1,0,6,5,38,71,0,37,2
"2341",2016-05-29,6,15,101,0,1,8,7,12,0,1,11,0,1,0,0,1,2,10,0,62,3,0,0,3,0,7,9,28,54,0,34,4
"2342",2016-05-30,5,8,78,2,3,17,4,7,0,0,21,0,0,0,0,0,6,14,0,51,0,0,1,4,0,7,14,42,53,0,30,4
"2343",2016-05-31,8,19,101,0,5,14,2,5,1,0,47,0,0,0,0,1,3,24,0,81,3,5,1,4,0,14,12,43,68,0,64,9
"2344",2016-06-01,8,25,99,2,5,20,14,8,1,0,42,0,0,3,0,1,4,36,1,87,6,4,0,7,0,5,9,28,68,0,47,5
"2345",2016-06-02,5,14,99,3,4,11,5,14,2,0,31,0,0,0,0,1,7,37,0,74,2,2,4,5,0,3,10,35,63,1,31,3
"2346",2016-06-03,12,12,115,1,4,19,2,21,2,0,45,0,1,0,0,0,9,33,0,84,6,6,2,2,1,14,16,36,56,0,41,5
"2347",2016-06-04,9,14,146,0,1,12,3,15,0,0,29,0,0,0,0,1,5,24,0,55,0,0,1,2,0,7,9,24,58,0,50,8
"2348",2016-06-05,14,15,95,1,4,12,3,9,0,0,26,0,0,0,0,0,6,6,1,89,1,0,0,4,2,5,11,36,49,0,41,0
"2349",2016-06-06,9,21,107,2,4,19,2,5,0,1,44,0,1,0,0,0,3,14,0,67,1,0,0,6,0,8,6,47,66,1,41,5
"2350",2016-06-07,7,17,127,1,1,12,5,2,1,1,50,0,0,0,0,0,3,29,0,52,3,1,0,4,0,5,9,44,80,0,39,5
"2351",2016-06-08,3,14,86,2,4,15,3,15,0,1,46,0,0,0,0,0,2,28,0,83,3,3,2,6,0,7,14,26,62,0,62,3
"2352",2016-06-09,3,20,123,1,4,15,6,5,2,0,37,3,2,0,0,0,6,18,0,85,3,0,1,5,0,8,7,37,72,0,50,7
"2353",2016-06-10,5,31,102,1,2,11,4,17,0,1,38,0,2,0,0,0,8,28,1,82,2,5,1,2,0,4,7,38,55,0,39,0
"2354",2016-06-11,7,16,86,0,3,18,6,16,0,0,34,0,3,0,0,0,6,19,1,59,2,3,1,3,1,6,14,28,47,0,46,1
"2355",2016-06-12,5,14,72,0,2,14,5,16,1,0,16,0,0,0,0,0,4,8,2,54,3,0,0,4,0,3,10,36,46,0,39,1
"2356",2016-06-13,3,16,80,2,3,21,5,8,2,3,38,0,1,0,0,0,5,13,1,86,0,0,0,4,0,6,16,36,77,0,52,3
"2357",2016-06-14,7,14,137,0,1,11,6,7,0,2,53,0,0,0,0,1,8,39,1,71,2,9,2,3,0,4,8,39,97,0,48,1
"2358",2016-06-15,10,15,96,0,1,18,3,9,2,0,45,0,0,0,0,0,5,39,0,91,6,8,0,2,1,5,11,40,74,0,39,4
"2359",2016-06-16,6,14,105,0,3,25,8,9,0,0,34,0,1,0,0,0,5,29,0,77,3,2,0,8,0,5,9,40,65,0,42,5
"2360",2016-06-17,4,17,119,1,1,17,10,12,1,0,28,0,1,0,0,1,4,37,3,92,3,1,0,4,0,5,10,46,59,0,48,3
"2361",2016-06-18,3,18,90,1,7,15,7,10,1,0,22,0,1,0,0,3,1,19,0,73,1,0,1,2,0,5,9,31,47,0,34,2
"2362",2016-06-19,3,21,82,0,4,8,6,15,0,0,22,0,0,0,0,0,2,14,1,64,0,0,1,0,0,5,10,40,40,0,41,4
"2363",2016-06-20,10,24,103,3,6,15,2,9,1,0,29,0,0,0,0,0,7,9,0,87,5,0,0,2,0,6,10,42,72,0,55,4
"2364",2016-06-21,17,22,97,1,9,19,3,10,0,0,31,0,1,0,0,0,6,26,1,86,1,0,0,2,0,12,10,50,64,0,47,1
"2365",2016-06-22,7,13,96,0,3,22,2,8,0,1,40,0,0,0,0,0,8,25,0,102,2,1,2,1,0,6,7,53,69,0,53,5
"2366",2016-06-23,9,16,123,0,4,19,2,12,3,1,37,2,0,0,0,0,10,18,1,81,3,3,0,5,0,5,17,48,82,0,42,3
"2367",2016-06-24,9,20,100,1,3,22,2,14,3,0,45,0,0,0,0,0,3,23,0,78,3,1,1,3,0,8,8,44,87,0,47,4
"2368",2016-06-25,6,24,79,3,2,8,5,6,0,0,25,0,0,0,0,0,5,25,1,81,0,3,6,2,2,1,3,38,71,0,30,3
"2369",2016-06-26,8,13,86,2,2,16,3,6,0,0,15,0,0,3,1,1,3,10,0,74,3,3,0,2,0,4,15,25,53,0,50,3
"2370",2016-06-27,12,12,80,3,2,24,2,13,0,1,31,0,1,0,0,0,4,17,0,54,3,4,2,3,2,9,15,44,65,0,43,7
"2371",2016-06-28,5,19,109,0,3,26,4,9,0,1,36,0,0,0,0,0,7,33,0,79,2,13,0,2,0,8,11,40,63,0,53,5
"2372",2016-06-29,4,15,146,0,7,22,3,5,0,3,36,0,0,0,0,0,4,36,2,85,1,10,0,2,0,9,12,47,80,0,37,5
"2373",2016-06-30,5,14,143,0,6,11,2,6,0,2,28,0,0,0,0,0,3,32,0,66,2,1,0,3,0,8,10,45,70,0,41,7
"2374",2016-07-01,7,21,103,0,0,17,5,13,0,0,22,1,1,1,0,0,4,26,1,67,4,1,1,5,0,7,11,29,67,0,42,6
"2375",2016-07-02,11,13,129,0,5,11,2,8,0,0,32,1,1,0,0,1,5,18,0,74,0,2,2,2,0,2,10,30,51,0,40,3
"2376",2016-07-03,8,18,87,0,3,18,2,16,1,0,11,0,2,0,0,0,2,14,0,62,1,0,1,4,1,3,9,34,56,0,55,1
"2377",2016-07-04,3,8,53,1,3,18,0,8,0,0,24,0,1,0,0,0,2,3,0,59,1,0,0,4,0,5,9,37,48,0,39,3
"2378",2016-07-05,11,21,105,2,7,15,2,7,1,1,37,0,1,0,0,1,9,34,0,56,3,1,1,3,0,3,11,57,69,0,60,4
"2379",2016-07-06,11,12,115,1,9,16,2,10,3,1,46,0,0,0,0,0,3,24,0,73,2,6,0,1,0,8,7,45,83,0,53,5
"2380",2016-07-07,3,14,95,0,2,15,0,6,0,0,30,0,0,0,0,0,5,26,0,59,2,2,2,5,0,5,7,40,66,0,52,6
"2381",2016-07-08,3,11,111,0,3,12,0,17,1,0,31,1,0,0,0,0,8,13,0,53,2,1,0,8,0,9,10,32,51,0,28,1
"2382",2016-07-09,3,13,97,2,1,11,0,13,1,2,21,0,1,0,0,1,4,16,1,55,3,3,2,2,0,9,12,38,48,0,47,2
"2383",2016-07-10,11,17,66,0,2,9,0,9,0,0,18,0,0,0,0,0,6,11,0,55,2,0,2,1,0,10,13,50,64,0,46,6
"2384",2016-07-11,8,15,82,1,4,16,1,6,3,0,41,0,0,0,0,0,4,15,0,72,2,0,0,4,0,9,12,36,82,0,57,2
"2385",2016-07-12,8,16,68,4,4,10,3,3,2,0,48,0,1,0,0,0,4,17,0,69,2,7,0,5,0,6,14,45,92,0,56,1
"2386",2016-07-13,11,23,112,2,1,14,0,2,1,2,36,0,0,0,0,1,2,28,0,81,4,2,0,4,0,10,8,48,65,0,45,5
"2387",2016-07-14,15,15,96,0,8,18,2,5,2,2,41,0,0,0,0,0,4,26,0,60,3,2,1,4,0,4,9,42,58,0,52,4
"2388",2016-07-15,7,21,77,1,3,18,1,17,0,0,31,1,2,0,0,0,3,18,0,58,2,0,2,4,0,2,6,44,71,0,45,2
"2389",2016-07-16,10,16,88,0,0,8,2,18,1,0,26,0,1,1,0,0,4,18,0,44,0,1,1,2,0,14,7,47,54,0,52,3
"2390",2016-07-17,12,21,73,2,3,13,0,8,0,0,4,0,0,0,0,0,5,7,0,57,1,0,0,3,0,7,8,46,60,0,49,4
"2391",2016-07-18,7,15,77,0,11,18,1,4,2,0,32,0,1,1,0,1,2,5,0,62,2,0,0,2,0,4,7,41,83,0,53,6
"2392",2016-07-19,1,18,66,0,4,14,3,6,2,0,54,0,0,0,0,1,3,17,0,51,3,9,1,2,0,13,12,60,89,0,51,9
"2393",2016-07-20,10,10,69,1,6,25,3,5,1,0,38,0,2,0,0,0,3,16,1,58,1,2,0,3,0,14,12,52,75,0,41,5
"2394",2016-07-21,11,9,73,1,4,18,5,4,0,0,42,0,3,1,0,0,5,15,0,45,0,1,0,2,0,9,8,45,62,0,42,4
"2395",2016-07-22,4,10,39,2,3,13,5,7,0,1,31,0,1,0,0,0,7,5,3,58,5,0,0,9,0,5,12,52,62,0,50,4
"2396",2016-07-23,7,26,46,0,5,12,3,5,1,1,19,0,0,0,0,0,7,2,0,57,0,0,0,7,0,12,10,40,58,0,55,5
"2397",2016-07-24,13,21,40,1,5,14,1,11,0,0,19,0,1,0,0,0,1,10,0,65,2,0,0,4,0,11,11,42,55,0,44,3
"2398",2016-07-25,6,18,49,2,10,23,3,8,0,0,32,0,2,0,0,0,6,5,0,56,2,9,0,7,0,14,8,61,65,0,58,10
"2399",2016-07-26,7,11,73,2,1,17,1,4,1,1,47,0,0,1,0,1,6,5,1,52,0,5,0,2,0,8,8,59,72,0,37,5
"2400",2016-07-27,7,15,43,0,4,20,2,6,1,0,31,0,1,0,0,0,13,5,0,53,4,11,1,4,0,9,11,38,54,0,46,5
"2401",2016-07-28,5,11,42,1,6,26,1,4,1,1,47,0,1,0,0,0,6,8,1,60,4,7,0,3,0,4,7,46,64,0,52,3
"2402",2016-07-29,12,11,64,1,6,23,3,2,0,0,30,0,0,1,0,0,2,6,0,55,3,0,2,3,0,8,8,51,65,0,41,3
"2403",2016-07-30,5,18,62,1,5,26,1,11,1,0,16,0,4,0,0,0,4,7,0,57,0,0,1,5,0,5,12,58,48,0,43,5
